external_id,title,short_title,description,category,tags,benefits,start_datetime,end_datetime,venue_title,venue_address,venue_lat,venue_lon,price_min,price_raw,is_free,age_restriction,image_url,site_url,source,parsed_at
,Аватар,Аватар,"На самом большом проекционном куполе в мире воссоздадут атмосферу легендарного фильма «Аватар»: пейзажи Пандоры, просторы космоса, удивительный растительный и животный мир, а главное, конечно же, музыка Джеймса Хорнера в исполнении ведущих музыкантов «Амадеус».

Зрителей ждёт часовое музыкально-проекционное шоу, в котором ты сможешь почувствовать себя настоящими космическими путешественниками.

Уникальные аранжировки к легендарным музыкальным композициям, эффектные световые решения составят единое аудиовизуальное целое с полнокупольной графикой, подготовленной специально для шоу студией Планетария 1.

Всё это позволит представить зрителю не «реплику» фильма, а отдельное его прочтение, с сохранением его оригинальной атмосферы, но позволяющее иначе воспринять именно музыку к фильму.

Всё шоу сопровождается визуальным контентом, который буквально захватывает дух и превращает слушание в музыки в настоящую космическую медитацию.

Музыкальный состав: струнный ансамбль «Амадеус», орган, клавишные, флейта, перкуссия.",concert,,,24 июля 2026,,Планетарий 1,"наб. Обводного канала, 74Ц",,,3000,от 3000 ₽,False,12+,,https://kaverafisha.ru/saint-petersburg/events/avatar-312763,kaver,2026-07-14 14:54:02
,В свечах: Джаз в особняке Половцова,В свечах: Джаз в особняке Половцова,"Цикл событий #В_СВЕЧАХ от команды Русские Музыкальные Сезоны превращает самые красивые и необычные залы Петербурга в уютные джаз-клубы, наполняя пространство залов тёплым светом тысячи свечей, что создаёт неповторимую атмосферу и идеальный фон для джазовых мелодий.

Приготовься устроиться поудобнее и насладиться шедеврами мира джаза в виртуозном исполнении талантливого бэнда.

Экскурсия-проход по парадным залам оплачивается дополнительно к билету по желанию.

Начало экскурсии за час до начала концерта.",concert,,,25 июля 2026,,Особняк А.А. Половцова,,,,1500,от 1500 ₽,False,6+,,https://kaverafisha.ru/saint-petersburg/events/vsvechah-jaz-v-osobnyake-polovtsova-262884,kaver,2026-07-14 14:54:04
,Рейв на крыше с оркестром,Рейв на крыше с оркестром,"В этот вечер крыша у залива превратится в огромный танцпол под открытым небом, где объединятся два мира — энергия большого рейва и игра живого оркестра.

На одной сцене диджей и музыканты исполнят легендарные хиты электронной музыки 90-х и 2000-х в новом масштабном звучании: от The Prodigy, Pendulum, Chemical Brothers и Scooter до Daft Punk, Darude, Moby и Armin Van Buuren.

Представь: закат над городом, оркестр, ударные, электронные биты и тысячи людей, поющих и танцующих под музыку, которая изменила целое поколение.

The Prodigy, Pendulum, Daft Punk, Chemical Brothers, Scooter, Darude, Benny Benassi, Armin Van Buuren, Fatboy Slim, Moby, Global Deejays, Eric Prydz, Robert Miles и другие легенды электронной сцены прозвучат так, как вы их еще никогда не слышали.

Сбор гостей: 22:00 - 23:00 (диджей сет)
Концерт: 23:00 - 01:00 (Orchestra x DJ)",concert,,,25 июля 2026,,Roof Place,,,,1900,от 1900 ₽,False,18+,,https://kaverafisha.ru/saint-petersburg/events/reyyv-na-kryshe-s-orkestrom-316676,kaver,2026-07-14 14:54:07
,Спектакль Эстетика лета (Summercore),Спектакль Эстетика лета (Summercore),"Летний фестиваль альтернативной музыки. Тебя  ждут жёсткие риффы, мощные брейки, экспрессивный вокал и атмосфера настоящего музыкального безумия.

На сцене пять групп, которые раскачают клуб:

Syzygy71 — откроют вечер футуристичным нью?металом с электронными вкраплениями. Тяжёлые биты, индустриальные звуки и синтезаторные текстуры создадут атмосферу кибернетического апокалипсиса. Динамичное световое шоу усилит эффект.

SAYO — мощный металкор с элементами электроники и резкими контрастами: от шёпота к крику, от минималистичных партий к плотным гитарным стенам. Их выступление — это эмоциональная буря, которая захватит зал.

Descaped — модерн метал с техничными брейками, острыми риффами и экспрессивным вокалом. Жёсткий слэм, плотный звук и прямой контакт с аудиторией — их сет станет настоящим испытанием на прочность.

Gonzo Fellaz — взрывная смесь альтернативы и нью?метала с агрессивными риффами, резкими сменами темпа и харизматичным вокалом. Их энергия заставит зал двигаться без остановки.

Sleeping satellite — закроют фестиваль мощным сет?листом в стиле электроникор. Мощные брейкдауны, завораживающие электронные мелодии и эмоциональный вокал подведут итог вечера на пике адреналина.",concert,,,26 июля 2026,,Jagger,"площадь Конституции, 2",,,600,от 600 ₽,False,18+,,https://kaverafisha.ru/saint-petersburg/events/estetika-leta-summercore-316677,kaver,2026-07-14 14:54:09
,Комната культуры,Комната культуры,"«Самолёты», «Поезда», «Первая любовь» и все любимые треки прозвучат так, как и должны — в тёплый вечер, на свежем воздухе, когда небо медленно темнеет, а музыка становится громче с каждой минутой.

Это будет тот самый летний концерт, где хочется петь вместе и ловить каждую секунду.",concert,,,30 июля 2026,,,"улица Красного Текстильщика, 10",,,3800,от 3800 ₽,False,16+,,https://kaverafisha.ru/saint-petersburg/events/komnata-kultury-296468,kaver,2026-07-14 14:54:11
,Летний Бах,Летний Бах,"Здесь знаменитые сочинения немецкого гения исполняются под показ красочных цветочных медиапроекций, расцветающих на обожженных стенах церкви.

Лето, классика и музыка во всей полноте. Программу исполняют органистка Александра Веткина и ансамбль Una Volta (скрипка, альт, виолончель, флейта).

Музыка в Анненкирхе исполняется на электрооргане.",concert,,,30 июля 2026,,Анненкирхе,,,,1500,от 1500 ₽,False,12+,,https://kaverafisha.ru/saint-petersburg/events/letniyy-bah-316745,kaver,2026-07-14 14:54:13
,Спектакль Вдох,Спектакль Вдох,"Шоу — белый лист, коллективная импровизация. Зрители сами создают декорации, персонажей и сюжет. Актеры театра только держат границы, расставляют опорные точки для развития сюжета и помогают с реквизитом. Ваше воображение творит невозможное и каждый раз участники создают новый невероятный мир.

Мир не создается в одиночку. Шоу дает важный опыт творческого коллективного взаимодействия: как слушать друг друга, предлагать свои и откликаться на чужие идеи. Чистая импровизация дает мощный творческий импульс — возможно, этот мир будет ещё долго вам сниться...

В спектакле участвует от 2 до 6 человек.
Время сеансов разное, подробности по ссылке.",theater,,,30 августа 2026,,Морфеус,"набережная реки Мойки, 28",,,600,от 600 ₽,False,16+,,https://kaverafisha.ru/saint-petersburg/events/vdoh-280226,kaver,2026-07-14 14:54:15
,Спектакль Иностранка,Спектакль Иностранка,"Это спектакль о небезупречности человека, которая и делает его уникальным и столь прекрасным.

Ностальгический мюзикл по одноимённой повести Сергея Довлатова.

У Муси Татарович, девушки из хорошей советской семьи, есть всё, о чем кто-либо другой может только мечтать. Вот только счастливой она себя не чувствует и не может найти своё место в жизни.

Что же в таких случаях принято делать? Правильно: следует поддаться манящему зову американской мечты и скорее эмигрировать из Союза!

Но и в Америке достичь счастья оказывается не так просто. Верными спутниками каждого жителя русского квартала в Нью-Йорке оказываются неустроенность, тоска по дому и одиночество.

Эти герои — совсем не ""герои"": неприкаянные, смешные, недалекие, горемычные, но такие трогательные и обаятельные, что в них невозможно не влюбиться.

«Я люблю таких — отпетых, погибающих, беспомощных и нахальных. Я всегда повторял: кто бедствует, тот не грешит...»

Продолжительность 2 часа 45 мин.",theater,,,17 июля 2026,,Курт,"ул. Чайковского, 16",,,2200,от 2200 ₽,False,16+,,https://kaverafisha.ru/saint-petersburg/events/inostranka-268660,kaver,2026-07-14 14:54:18
,Спектакль Спектакль-променад «Тайны наследства братьев Мясниковых»,Спектакль Спектакль-променад «Тайны наследства братьев Мясниковых»,"Иммерсивный спектакль-променад, который пройдёт в старинном особняке. Ты станешь свидетелем истории, которая пошатнула общество России и стала одним из самых громких судебных разбирательств прошлой эпохи. Перед твоими глазами оживут последние года жизни первых владельцев особняка — братьев Мясниковых, Ивана и Александра.

Особняк Мясникова — исторический и архитектурный памятник XIX века, построенный в 1859 году в самом сердце Петербурга. Здание возвели по заказу Ивана Константиновича Мясникова, одного из двух братьев. Однако дурная слава владельцев повлияла на славу самого особняка — долгое время его именовали не иначе как «сутяжный особняк».

Дело в том, что братья Мясниковы стали героями судебного разбирательства, которое тянулось 14 лет и в которое будут вовлечены огромное количество людей. Оно сопровождалось тёмными слухами и домыслами. Эта тяжба довела одного брата до инсульта и ранней могилы, а другой лишился блестяще начатой карьеры и уважения в обществе. Само же «Дело Мясниковых» прогремело на всю страну и применялось в качестве примера для обучения молодых юристов.

Во время иммерсивного спектакля ты пройдёшься по парадным залам и гостиным, хранящим почти 200 лет истории, узнаешь тайную наследства братьев Мясниковых и лично увидишь, как проходило судебное разбирательство.",theater,,,19 июля 2026,,Особняк И. Мясникова,"ул. Восстания, 45",,,2200,от 2200 ₽,False,16+,,https://kaverafisha.ru/saint-petersburg/events/spektakl-promenad-tayyny-nasledstva-bratev-myasnikovyh-315646,kaver,2026-07-14 14:54:20
,Спектакль Красотка и семья,Спектакль Красотка и семья,"Забавная комедия, которая подарит тебе вечер, полный смеха и хорошего настроения. Пьеса Сомерсета Моэма переносит зрителей в мир остроумных диалогов и неожиданных сюжетных поворотов.

В центре истории — семья, в которой очаровательная и непредсказуемая «красотка», вызывает целую череду комичных ситуаций, раскрывает скрытые черты характера героев и обнажает противоречия, таящиеся за фасадом благополучия.

Каждый персонаж — словно яркий калейдоскоп человеческих страстей, слабостей. Остроумные реплики, ироничные отсылки к повседневным ситуациям и неожиданные сюжетные ходы не дадут тебе заскучать и будут держать в напряжении до самого финала.

Эта постановка — отличный способ отвлечься от рутины и насладиться лёгким, но в то же время увлекательным театральным представлением. Ты не только посмеёшься от души, но и, возможно, взглянешь под новым углом на некоторые привычные вещи.",theater,,,19 июля 2026,,,,,,700,от 700 ₽,False,16+,,https://kaverafisha.ru/saint-petersburg/events/krasotka-i-semya-312474,kaver,2026-07-14 14:54:22
,Спектакль Монро: ненормальная!,Спектакль Монро: ненормальная!,"Кем была Мэрилин Монро? Самой известной актрисой 20-го века? Иконой стиля для женщин и мечтой миллионов мужчин? Расчётливой холодной блондинкой или глупышкой с голливудской улыбкой и наивными мечтами? Она сводила с ума каждого встречного, имела оглушительную популярность и... оставалась загадкой даже для самой себя.

Что происходило за закрытой дверью, куда не попадали папарацци? Почему эта жизнерадостная на хрониках женщина оказалась в психиатрической больнице? Почему она сама ненавидела Мэрилин Монро?
Кем была Мэрилин Монро? И была ли она вообще?

Продолжительность – 1 час 15 минут без антракта.",theater,,,23 июля 2026,,GAiKA SPACE,"Ул. Черняховского, 75",,,2150,от 2150 ₽,False,18+,,https://kaverafisha.ru/saint-petersburg/events/monro-nenormalnaya-271939,kaver,2026-07-14 14:54:25
,Спектакль Идиот,Спектакль Идиот,"Моноспектакль.

Роман Достоевского «Идиот» — как и вся подлинная классика — существует вне времени и рассказывает нам о нас же самих — сегодняшних зрителях, сидящих в зале.

Одна из центральных тем постановки — любовь во всех её проявлениях. Любовь как испытание. Любовь как приговор. Любовь как последняя надежда и спасение.

Моноспектакль «Идиот» не даёт готовых ответов — он задаёт вопросы, от которых невозможно уклониться.",theater,,,25 июля 2026,,Курт,"ул. Чайковского, 16",,,2200,от 2200 ₽,False,16+,,https://kaverafisha.ru/saint-petersburg/events/idiot-315418,kaver,2026-07-14 14:54:27
,Спектакль Человек из Подольска,Спектакль Человек из Подольска,"Простой парень из подмосковного городка попадает в полицию. Он думает, что это недоразумение. И ждёт, когда его отпустят. Однако полицейские не спешат. Они хотят узнать о нем всё, залезть в тайные уголки его души и понять, почему этот подольский человек не видит ничего вокруг себя и живёт как автомат. 

Допрашивая, они не прибегают к силовым методам, используют новые методики. Полицейские ли они или некое особое подразделение по работе с населением? Можно ли с помощью интеллектуального насилия изменить человека в лучшую сторону или такой путь ведет в тупик? Эти вопросы задают авторы спектакля, и ответ придёт в финале. 

Обыденная ситуация допроса превращается в многослойное психологическое расследование, парадоксальный детектив, изощрённый сеанс психотерапии. Пришедший в театр зритель начнёт вместе с героями спектакля — думать. О своём предназначении в мире, о свободе, о любви к Родине. И обязательно понадобится большое чувство юмора, потому что это просто необходимо — суметь открыто посмотреть вокруг, на себя, улыбнуться и в то же время задуматься.",theater,,,3 августа 2026,,Театр «На Литейном»,,,,1800,от 1800 ₽,False,18+,,https://kaverafisha.ru/saint-petersburg/events/chelovek-iz-podolska-317208,kaver,2026-07-14 14:54:29
,Спектакль Болезни молодости,Спектакль Болезни молодости,"Как пережить болезни молодости и не потерять себя? Ответ на этот вопрос ищут герои спектакля «Болезни молодости» вместе с актёрами Театра Поколений. 

Русской публике представлено одно из крупнейших драматургических имен Европы – Фердинанд Брукнер. Пьесу «Болезни молодости» в России никогда не ставили, она переведена на русский язык специально для Театра Поколений. Это первая пьеса из цикла, состоящего из шести пьес о судьбах немецкой молодёжи, которые Брукнер писал на протяжении всей своей жизни.

1923 год. Австрия после Первой мировой войны. Крах и разочарование в обществе, пережившем колоссальный кризис. Мир перевернулся, происходит непоправимое, что-то ушло вперед, что-то навсегда осталось позади. XIX век закончился разрушением великой гуманистической цивилизации. Что будет дальше — никто не знает. Герои пьесы, молодые студенты-медики, пытаются найти себя и свое место в жизни в то время, когда в Германии уже готовится прийти к власти Адольф Гитлер.

Новый театральный язык, которым режиссёр беседует через свои спектакли со зрителями, многих удивил, шокировал, но не оставил равнодушными.

В спектакле звучит музыка Джузеппе Верди, Рихарда Вагнера, Збигнева Прайснера, Дюка Эллингтона, группы «Инк Спотс», Кинга Оливера, Дмитрия Шостаковича.",theater,,Студентам,4 августа 2026,,Театр Поколений,,,,1500,от 1500 ₽,False,18+,,https://kaverafisha.ru/saint-petersburg/events/bolezni-molodosti-254404,kaver,2026-07-14 14:54:31
,Спектакль Вий,Спектакль Вий,"Спектакль-карнавал в жанре фолк-триллера, в котором каждый образ – само воплощение бесстыдных желаний, потаенных страстей, эротики и глубоких заблуждений.

Летней ночью в поисках ночлега трое семинаристов забредают в гости к двуликой ведьме, вторая личина который — панночка невиданной красоты. Еле унеся ноги от колдуньи, главный герой — философ Хома Брут попадает в смертельное приключение.

Ему предстоит провести ровно три ночи у гроба красавицы, лицом к лицу с нечистой силой, балансируя на грани жизни и смерти. Хватит ли Бруту сил уцелеть в схватке с нежитью?

Продолжительность – 2 ч 30 мин (с антрактом).

Касса театра и заказ билетов:
+7 (812) 310-33-09 (доб. 301)",theater,,,7 августа 2026,,Приют комедианта,,,,800,от 800 ₽,False,18+,,https://kaverafisha.ru/saint-petersburg/events/viyy-256249,kaver,2026-07-14 14:54:33
,Спектакль Киса,Спектакль Киса,"Что ты знаешь о Кисе Воробьянинове? Наверняка, что этот разжалованный новой властью предводитель дворянства бежал в крохотный город и прятался у тещи. Что от нее узнал тайну о брильянтах в одном из двенадцати стульев и отправился на их поиски вместе с великим комбинатором Остапом Бендером.

Но это только часть его биографии. Истинная личность Кисы, его характер и приключения были безжалостно вырезаны из романа советской цензурой. Запрещенные главы рассказывают, что, оказывается, этот почтенный старец — мот и бонвиван похлеще Бендера. И поиск фамильных ценностей — его последний шанс вернуться к непрерывному кутежу.

Именно об этом, настоящем, Кисе новый спектакль Семена Серзина — одного из лидеров российской режиссуры, известного зрителям «Приюта комедианта» по спектаклю «Смерть Тарелкина».

Продолжительность – 2 ч 30 мин (с антрактом).",theater,,,10 августа 2026,,Приют комедианта,,,,800,от 800 ₽,False,18+,,https://kaverafisha.ru/saint-petersburg/events/kisa-267098,kaver,2026-07-14 14:54:35
,Спектакль Мать Тьма,Спектакль Мать Тьма,"История начинается в тюремной камере, в которой Говард У. Кэмпбелл-младший оказался по одной весомой причине. Неожиданные повороты, любовь и страсть, серьезные вопросы и неоднозначные ответы.

Шпионская комедия по одноимённому роману Курта Воннегута.

Кто же он? Шпион? Военный преступник? Герой? Сделал он в своей жизни больше добра или зла?

Может ли человек быть одновременно отпетым негодяем и самым искренним гуманистом — странный вопрос. Но при виде главного героя он появляется. Наверное, разгадка в том, какой точки зрения придерживается человек, выносящий ему суровый вердикт. А что, если он сам выносит себе вердикт?

Режиссёр: Екатерина Павлова.
В главной роли: Александр Насенков.

Вход в театр осуществляется через арку за 20 минут до начала спектакля. Вход в театр после начала спектакля невозможен.  Пожалуйста, постарайся не опаздывать.",theater,,,17 августа 2026,,Курт,"ул. Чайковского, 16",,,2200,от 2200 ₽,False,18+,,https://kaverafisha.ru/saint-petersburg/events/mat-tma-252496,kaver,2026-07-14 14:54:37
,Спектакль Риф,Спектакль Риф,"Спектакль по роману Алексея Поляринова «Риф».

Спектакль наполнен атмосферой репетиции: все как будто бы лишь примеряют роли, читают реплики, чтобы помочь партнёру. Вот только участников этой псевдорепетиции уносит в какие-то неведомые дали собственного сознания как будто бы даже помимо их воли. Чем больше Кира узнает о Сулиме, тем тревожнее становится атмосфера вокруг: ей делается страшно, и боится она в первую очередь самой себя.

Режиссёр — Борис Павлович.

В ролях: Юлия Гришаева, Юлия Захаркина, Анна-Магда Обершт, Кристина Токарева, Александр Худяков, Георгий Саварский, Алексей Матвейчук.",theater,,,17 августа 2026,,Театральная площадка «Скороход»,проспект 107 к.5 Начало: 17 августа 2026 в 19:00 Завершение: 17 авгу,,,2000,от 2000 ₽,False,18+,,https://kaverafisha.ru/saint-petersburg/events/rif-308510,kaver,2026-07-14 14:54:39
,Спектакль Близкие люди,Спектакль Близкие люди,"Такой театр и Part academy представляют спектакль «Близкие люди».

Современный мир освобождает нас от необходимости быть привязанными к месту, но при этом обрывает связи между людьми. Близкие люди становятся чужими, хотя и кажется, что те, кого мы любим, всегда находятся под рукой — в кармане, в смартфоне, в ноутбуке, на связи. Но это всего лишь комфортное плацебо, которое успокаивает тебя, создаёт иллюзию близости и притупляет одиночество.",theater,,,18 августа 2026,,Театральная площадка «Скороход»,проспект 107 к.5 Начало: 18 августа 2026 в 20:00 Завершение: 18 авгу,,,2000,от 2000 ₽,False,18+,,https://kaverafisha.ru/saint-petersburg/events/blizkie-lyudi-308512,kaver,2026-07-14 14:54:41
,Спектакль Хотите сделать меня счастливой?,Спектакль Хотите сделать меня счастливой?,"Спектакль, вдохновлённый перепиской Астрид Линдгрен и Сары Швардт.

Этот проникновенный и трогательный эпистолярный диалог завязался в 1971 году, когда Астрид было 63 года, а Саре 12 . Разница в 50 лет совсем не мешала их дружбе и откровенному разговору о жизни, любви, свободе и Боге — переписка, замирая и возобновляясь, прекратился лишь со смертью писательницы в 2002 году.

Благодаря ей, ты узнаешь Астрид Линдгрен с абсолютно новой, неизвестной стороны, а главное, поймешь, как важно не учить, не советовать, не осуждать, а просто разговаривать друг с другом...",theater,,,21 августа 2026,,Театр Поколений,,,,1500,от 1500 ₽,False,12+,,https://kaverafisha.ru/saint-petersburg/events/hotite-sdelat-menya-schastlivoyy-253996,kaver,2026-07-14 14:54:44
,Спектакль Русалки,Спектакль Русалки,"Театральный хоррор, в котором жуть — это не только мрак, но и взросление. Здесь первая влюблённость и первое предательство идут рука об руку с магией, славянскими песнями и мутной водой, в которой не сразу видно — кто чудовище, а кто спасение.

Пластика, музыка вживую и древние ритуалы превращают спектакль в языческую дискотеку на дне души. Страшная, но очень интересная сказка, финал которой оставляет надежду на настоящую справедливость.

Это история, где страх прячется не под кроватью, а в чувствах, которые невозможно объяснить словами — в обидах, желаниях, поиске себя и столкновении с родителями, которые вдруг становятся чужими. «Русалки» обволакивают, как ночной туман у реки: сначала красиво, потом тревожно, а потом — не отпускает.

Продолжительность 1 ч. 45 мин. без антракта.",theater,,,23 августа 2026,,Театр Поколений,,,,1500,от 1500 ₽,False,12+,,https://kaverafisha.ru/saint-petersburg/events/rusalki-247403,kaver,2026-07-14 14:54:46
,Одиссея (Odyssey) 2026,Одиссея (Odyssey) 2026,"Тебя ждёт фестиваль, полный воодушевления, преисполненности и бесконечного счастья без предела. 

Всё секретно, таинственно, на уровне загадочного пророчества о главном грядущем приключении лета 2026. Подробности скоро....",festival,,,18 июля 2026,,Брусницын,,,,5500,от 5500 ₽,False,18+,,https://kaverafisha.ru/saint-petersburg/events/odyssey-festival-297864,kaver,2026-07-14 14:54:48
,Тропы тёмного леса,Тропы тёмного леса,"Игра, которая погружает участников в знакомство со своим внутренним «тёмным лесом», зайдя, в который, твоя Персона встречается с твоей Тенью для честного и открытого диалога. Ведь в Тени скрыто много потенциала и энергии для реализации задуманного и улучшения жизни во всех её сферах.

Игра поможет увидеть жизненную стратегию, на которую нужно опереться здесь и сейчас, щедрый лес примет тебя в одном из своих домов, обогреет и даст направляющие подсказки.

Кроме этого, в лесу ты столкнёшьсяь с Эхом из детства, которое до сих пор отголосками удерживает тебя на уже протоптанных дорожках, не пуская в новые, неизведанные маршруты.
 
Ведет игру сертифицированный игропрактик, интегративный психолог (в профессии более 25 лет), арт-терапевт, мастер по нейрографике и МАК, специалист по телесно ориентированной терапии, автор и ведущая программ по коррекции супружеских и детско-родительских отношений, Коуч ICF, эксперт по развитию коммуникативных навыков, лидерских и управленческих компетенций — Вяткина Наталья.

Вместе с Натальей ты сможешь сформулировать свой запрос, чтобы сделать игру максимально полезной и увлекательной.",festival,,,19 июля 2026,,,"проспект Большевиков, 8к",,,600,от 600 ₽,False,16+,,https://kaverafisha.ru/saint-petersburg/events/tropy-temnogo-lesa-317250,kaver,2026-07-14 14:54:51
,Взаимно.фест,Взаимно.фест,"Живое общение — базовая потребность. Тебя ждёт целый день коммуникативных практик для жизни, работы и блога. Пять зон коммуникативных практик: бизнес, личные отношения, искусство, блогинг и знакомства.  А ещё будет открытая зона с тысячами резиновых уточек, инсталляции для фото, флешмобы с танцами и пением.

Готов к самому дружелюбному фестивалю лета? Тысяча резиновых уточек станут твоими проводниками в мир живого общения. Танцы, флешмобы,  хор, коммуникативные практики и игры в 5 зонах фестиваля. Мастер классы для коммуникации для всех сфер жизни: от отношений до бизнеса.

Больше информации о спикерах и активностях:
https://vzaimnofest.ru/",festival,,,26 июля 2026,,АТС,"улица Некрасова, 3",,,3500,от 3500 ₽,False,18+,,https://kaverafisha.ru/saint-petersburg/events/vzaimnofest-297178,kaver,2026-07-14 14:54:53
,Пенный кофе-рейв на Взаимно.Фесте,Пенный кофе-рейв на Взаимно.Фесте,"В рамках Взаимно.фест пройдёт летняя пенная тусовку в АТС на Некрасова.

Здесь совместят бодрящий кофе, тропические ритмы и море пены.  

Тебя ждут:  
— Диджеи с летними хитами и с зажигательными сетами;
— Танцы в пене;
— Освежающие фруктовые фреши и ароматный кофе;
— Отдельная зона для тех, кто предпочитает оставаться сухим.

Как одеться:  
— Пляжные шорты или яркие парео;
— Купальники для любителей пенных сражений;
— Удобная обувь, которую не жалко намочить.

Возьми с собой:  
— Сменную одежду;
— Полотенце;
— Хорошее настроение и друзей.

Билет на Взаимно.фест:
https://kaverafisha.ru/saint-petersburg/events/vzaimnofest-297178
Задонатить на утку:
https://igoevent.com/spb/event/duck
Вопросы:
https://t.me/tomastulova
P.S. Не забудь зарядить телефон — будет много классных кадров. Море пены и фотозоны с уточками.",festival,,,26 июля 2026,,АТС,"улица Некрасова, 3",,,0,,False,16+,,https://kaverafisha.ru/saint-petersburg/events/kofeyynyy-open-air-292643,kaver,2026-07-14 14:54:55
,Трибьют фестиваль (Tribute City Fest),Трибьют фестиваль (Tribute City Fest),"Первый масштабный фестиваль, переосмысливающий творчество главных музыкальных коллективов 2000-х, Трибьют фестиваль (Tribute City Fest) возвращает посетителям их безбашенные 2000-е через творчество лучших звёзд трибьют-сцены.

Тебя ждут семь часов живой музыки в максимально идентичном звучании, незабываемая атмосфера, мощное шоу и яркие эмоции.

Участники:

Rammstein трибьют
Знаменитый трибьют из Сочи — группа RAMMproJect, покорившая сердца поклонников по всей России. Их образы не только передают дух Rammstein, но и привносят собственную уникальность. Двухчасовое шоу с пиротехникой, мощной энергетикой и невероятным артистизмом.

Linkin Park трибьют
LAAV — Профессиональный трибьют-проект из Краснодара, исполняющий главные хиты Linkin Park. Точная передача оригинального звучания — это возможность вновь пережить эмоции от любимых композиций в живом исполнении, почувствовать ту самую энергетику, которая сделала Linkin Park одной из самых влиятельных групп современности, а вокал Честера — голосом поколения.

Трибьют The Prodigy от Rock Mania — это уникальный проект, который объединил энергию британских электронщиков и драйв настоящего рок-концерта. Трибьют-группа из Нижнего Новгорода исполняет главные хиты The Prodigy вживую, сохраняя оригинальный вайб и насыщая его свежими рок-аранжировками.

Трибьют Limp Bizkit от Rock Mania
Во второй своей ипостаси Rock Mania разорвет танцпол риффами одной из главных альтернативных рок-команд. Качественное исполнение и аутентичное звучание не оставит равнодушными даже самых притязательных фанатов.

Saint-Petersburg Depeche mode tribute — первое в России трибьют-шоу Depeche Mode.
Лучшие композиции коллектива исполняются максимально близко к оригиналу, а видеоряд и спецэффекты погружают в настоящую концертную атмосферу Депешей.",festival,,,9 августа 2026,,,"площадь Морской Славы, 1",,,1000,от 1000 ₽,False,18+,,https://kaverafisha.ru/saint-petersburg/events/tribyut-festival-tribute-city-fest-315227,kaver,2026-07-14 14:54:57
,Антон тут рядом,Антон тут рядом,"Большой благотворительный фестиваль от фонда помощи детям и взрослым с аутизмом. Каждый год с его помощью собирают миллионы рублей на добрые проекты: инклюзивный детский центр, мастерские, квартиры сопровождаемого проживания.

Это музыка, маркет и лекторий, кафе, бары и... Финский залив, ведь дело происходит в Севкабеле.

Это день, когда каждый имеет право быть похожим на себя, — в поддержку танцев на закате и тех, кому нужна помощь.",festival,,,26 августа 2026,,Севкабель Порт,,,,600,от 600 ₽,False,0+,,https://kaverafisha.ru/saint-petersburg/events/festival-anton-tut-ryadom-243565,kaver,2026-07-14 14:55:00
,MedioModo-Фест,MedioModo-Фест,"Главный научно-популярный фестиваль имени себя любимого.

Выступят одни из любимых лекторов: антрополог Станислав Дробышевский, автор исторического подкаста Кирилл «Домнин» Буренок и врач Алексей Водовозов.

О чём будем говорить:
Станислав Дробышевский — «Ухо жаброй не испортишь».

На лекции поговорят об эволюционных перипетиях анатомии. То, что кажется нам естественной и само-собой разумеющейся частью нашего тела, в своё время было смелой инновацией, радикально поменявшей жизнь наших далёких предков.

Эти усовершенствования имели совершенно иное назначение, нежели то, что досталось нам по наследству после миллионов лет преобразований. Человек собран из элементов, обеспечивавших жизнь одноклеточных существ, рыб, амфибий, рептилий и первых млекопитающих.

О некоторых из них расскажет Станислав Дробышевский.

Кирилл «Домнин» Буренок — «Историю пишут все подряд».

Как известно, историю пишут победители, все летописи написаны под диктовку правителей и содержат только то, что им было выгодно, поэтому официальная история — полная фальсификация и чепуха, сочиненная уже в Новое время по заказу правящих режимов, и только академик Фоменко знает правду про то, что Христос царь славян, а Питер построили гиперборейцы.

…весь этот невежественный бред упал в свое время на благодатную почву — крах СССР и недоверие к академической науке, повышенный интерес к разнообразным разоблачителям всего на свете, сладкие сказки про великие империи прошлого и, главное, полное непонимание массами принципов, на которых строится современная историческая наука.

В реальности, разумеется, были и неоднократные попытки как минимум тенденциозной подачи исторических событий, и прямые фальсификации (тот же Константинов дар), и ошибки ранних исследователей, и просто популярные неверные представления о событиях прошлого, искажающие их из-за сменившихся культурных и мировоззренческих норм.

Но всё это мало влияет на историю как науку — обмануть современных историков не так-то просто благодаря обширному арсеналу средств и методов познания, накопленных к настоящему времени.

Как учёные устанавливают факты и восстанавливают события прошлого, почему никакими лживыми летописями победителей их не надуешь — рассказывает Домнин, ведущий подкаста Hobby Talks.

Алексей Водовозов[0xFEFF] — «Яблочный уксус: шарлатаны против рака».

Онкологический диагноз до сих пор — самый страшный для людей. И ничто не монетизируется так, как страх, конвертация умопомрачительная. Именно поэтому на тёмной стороне медицины есть масса «диагностических» методик и масса «исцеляющих» аппаратов, биодобавок, заряженных субстанций, диет и прочих детоксов.

На примере сериала «Яблочный уксус» разберут, как обманывают онкопациентов и их родных, продавая втридорога призрачную надежду.

О лекторах:
Станислав Дробышевский. Антрополог, кандидат биологических наук, доцент кафедры антропологии биологического факультета МГУ им. Ломоносова. Научный редактор научно-просветительского портала antropogenez.ru. Один из самых известных поп",festival,,,15 ноября 2026,,,,,,3300,от 3300 ₽,False,6+,,https://kaverafisha.ru/saint-petersburg/events/mediomodo-fest-317053,kaver,2026-07-14 14:55:02
