external_id,title,short_title,description,category,tags,start_datetime,end_datetime,venue_title,venue_address,venue_lat,venue_lon,price_min,price_raw,is_free,age_restriction,image_url,site_url,source,parsed_at
,Ян Зубков,Ян Зубков,"Ян Зубков — новый талантливый комик, выступающий в жанре стендап.

Участник таких шоу как:
«Открытый микрофон»
«Разгоны»
StandUp на ТНТ

Он активно выступает на московских сценах, включая клубы и открытые микрофоны. Ян Зубков также принимал участие в проектах на ТНТ, где его шутки и остроумие завоевали симпатии зрителей. Билеты на концерты с участием Яна быстро раскупаются, а каждое выступление дарит зрителям море хорошего настроения.",other,,"Ян Зубков в городе Санкт-Петербург, 11 июля 2026: купить билеты — Кавёр",,,,,,1000,1000 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/yan-zubkov-309320/og.png,https://kaverafisha.ru/saint-petersburg/events/yan-zubkov-309320,kaver,2026-07-11 14:02:59
,В свечах: Шедевры классики в особняке Половцова,В свечах: Шедевры классики в особняке Половцова,"Цикл событий #В_СВЕЧАХ от команды Русские Музыкальные Сезоны превращает самые красивые и необычные залы Петербурга в уютные концертные площадки, наполняя пространство залов тёплым светом тысячи свечей, что создаёт неповторимую атмосферу и идеальный фон для музицирования.

Один из самых роскошных дворцовых залов Петербурга, белый зал Особняка Половцова в этот вечер наполнится звуками вечной, популярной классической музыки таких композиторов, как П.И. Чайковский, А. Вивальди, Ж. Массне, И. Бах, С.В. Рахманинов и др.

Приготовься устроиться поудобнее и насладиться самыми яркими шедеврами мира классической музыки в виртуозном исполнении артистов крупнейших театров Петербурга в свечах.

Экскурсия-проход по парадным залам оплачивается дополнительно к билету по желанию и наличию. Начало экскурсии за час до начала концерта.

В программе:
22 мая — Французский шарм шедевров классики
25 мая — Прелюдия лета
3 июня — Новая классика
8 июня — Французский шарм шедевров классики
12 июня — Великая класс",other,,"В свечах: Шедевры классики в особняке Половцова в городе Санкт-Петербург, до 27 августа 2026: купить билеты — Кавёр",,,,,,3000,3000 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/vsvechah-shedevry-klassiki-v-osobnyake-polovtsova-264817/og.png,https://kaverafisha.ru/saint-petersburg/events/vsvechah-shedevry-klassiki-v-osobnyake-polovtsova-264817,kaver,2026-07-11 14:03:01
,"Кино, вино и рисование","Кино, вино и рисование","Помнишь то время, когда интернет был медленным, а сериалы — культовыми? Художественная студия «Артиста» предлагает тебе вернуться туда вместе! Приходи смотреть легендарные фильмы и сериалы 2000-х, рисуя акрилом картины в стилистике фильма или со свободным сюжетом.

Вкусный попкорн и кола в подарок каждому гостю. Домашняя атмосфера и любимые киноленты — и вечер удался!

Расписание фильмов можно посмотреть на сайте.",other,,"Кино, вино и рисование в городе Санкт-Петербург, до 26 июля 2026: купить билеты — Кавёр",,,,,,3650,3650 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/kino-vino-i-risovanie-306096/og.png,https://kaverafisha.ru/saint-petersburg/events/kino-vino-i-risovanie-306096,kaver,2026-07-11 14:03:04
,Стакан «Ледяная хрупкость»,Стакан «Ледяная хрупкость»,"Заморозь время в стекле! Попробуй мастер-класс по стеклодувному искусству, где ты научишься выдувать стакан с эффектом треснувшего льда.

На мастер-классе происходит выдувание раскалённой массы стекла через трубку в специальную форму. Ты сможешь выбрать форму стакана: многогранник, круглый или квадратный. Цвет изделия — прозрачный с вкраплениями цветной крошки на твой выбор.

Изделие ты сможешь забрать через неделю. Все необходимые материалы для стеклодувного мастер-класса, а также чай\кофе и угощения включены в стоимость. Продолжительность 1,5 часа. 


Расписание можно посмотреть на сайте, кнопка «купить билет».",other,,"Стакан «Ледяная хрупкость» в городе Санкт-Петербург, до 31 июля 2026: купить билеты — Кавёр",,,,,,4400,4400 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/stakan-ledyanaya-hrupkost-294270/og.png,https://kaverafisha.ru/saint-petersburg/events/stakan-ledyanaya-hrupkost-294270,kaver,2026-07-11 14:03:06
,Сахаджа йога медитация на Владимирской,Сахаджа йога медитация на Владимирской,"Внимание, событие отменили.

Коллективная медитация для всех желающих. Простая, доступная практика — подходит для новичков и опытных. 

Сахаджа йога — это метод медитации, который позволяет выйти за рамки ментальной, эмоциональной, физической деятельности и почувствовать настоящего себя. На санскрите «сахаджа» означает врожденный, «йога» — союз, поэтому сахаджа йога переводится как «рожденный с тобой союз».

Практика проходит в Livebody club (дом Каншиных). 

Занятие бесплатное, регистрация обязательна.",other,,"Сахаджа йога медитация на Владимирской в городе Санкт-Петербург, 11 июля 2026: купить билеты — Кавёр",,,,,,0,Бесплатно,True,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/sahaja-yyoga-meditatsiya-na-vladimirskoyy-263775/og.png,https://kaverafisha.ru/saint-petersburg/events/sahaja-yyoga-meditatsiya-na-vladimirskoyy-263775,kaver,2026-07-11 14:03:08
,Киса,Киса,"Что ты знаешь о Кисе Воробьянинове? Наверняка, что этот разжалованный новой властью предводитель дворянства бежал в крохотный город и прятался у тещи. Что от нее узнал тайну о брильянтах в одном из двенадцати стульев и отправился на их поиски вместе с великим комбинатором Остапом Бендером.

Но это только часть его биографии. Истинная личность Кисы, его характер и приключения были безжалостно вырезаны из романа советской цензурой. Запрещенные главы рассказывают, что, оказывается, этот почтенный старец — мот и бонвиван похлеще Бендера. И поиск фамильных ценностей — его последний шанс вернуться к непрерывному кутежу.

Именно об этом, настоящем, Кисе новый спектакль Семена Серзина — одного из лидеров российской режиссуры, известного зрителям «Приюта комедианта» по спектаклю «Смерть Тарелкина».

Продолжительность – 2 ч 30 мин (с антрактом).",other,,"Спектакль Киса в городе Санкт-Петербург, 10 августа 2026: купить билеты — Кавёр",,,,,,800,800 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/kisa-267098/og.png,https://kaverafisha.ru/saint-petersburg/events/kisa-267098,kaver,2026-07-11 14:03:10
,MedioModo-Фест,MedioModo-Фест,"Главный научно-популярный фестиваль имени себя любимого.

Выступят одни из любимых лекторов: антрополог Станислав Дробышевский, автор исторического подкаста Кирилл «Домнин» Буренок и врач Алексей Водовозов.

О чём будем говорить:
Станислав Дробышевский — «Ухо жаброй не испортишь».

На лекции поговорят об эволюционных перипетиях анатомии. То, что кажется нам естественной и само-собой разумеющейся частью нашего тела, в своё время было смелой инновацией, радикально поменявшей жизнь наших далёких предков.

Эти усовершенствования имели совершенно иное назначение, нежели то, что досталось нам по наследству после миллионов лет преобразований. Человек собран из элементов, обеспечивавших жизнь одноклеточных существ, рыб, амфибий, рептилий и первых млекопитающих.

О некоторых из них расскажет Станислав Дробышевский.

Кирилл «Домнин» Буренок — «Историю пишут все подряд».

Как известно, историю пишут победители, все летописи написаны под диктовку правителей и содержат только то, что им было выгодн",other,,"MedioModo-Фест в городе Санкт-Петербург, 15 ноября 2026: купить билеты — Кавёр",,,,,,3300,3300 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/mediomodo-fest-317053/og.png,https://kaverafisha.ru/saint-petersburg/events/mediomodo-fest-317053,kaver,2026-07-11 14:03:12
,Арт-пикник на крыше,Арт-пикник на крыше,"Мастер-класс для туристов, гостей города и влюблённых в рисование местных жителей. 

В гостях у бара «Небо и вино» ты совместишь приятное с полезным: акварельная живопись со стаканчиком лимонада и любимым десертом. Ты сможешь создать акварельную зарисовку с панорамой города и видом на купол Исаакиевского собора формата А5. 

Все материалы: краски, холст или бумага, кисти и напиток + десерт из меню бара входят в стоимость. 

Готовую работу можно забрать в этот же день.
Продолжительность: 2 часа.
Ближайшие даты в июле: 3, 4, 8, 10, 11, 15, 17, 18. Начало в 19:00.",other,,"Арт-пикник на крыше в городе Санкт-Петербург, до 18 июля 2026: купить билеты — Кавёр",,,,,,5300,5300 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/art-piknik-na-kryshe-277493/og.png,https://kaverafisha.ru/saint-petersburg/events/art-piknik-na-kryshe-277493,kaver,2026-07-11 14:03:14
,Дом для зелёного друга,Дом для зелёного друга,"Прояви любовь и заботу к зелёным братьям. Если у тебя дома живёт кактус или суккулент, то этот мастер-класс по лепке авторского кашпо для тебя.

Любая форма, размер, цвет. 

Длительность: 1,5- 2 часа.  

Забрать изделие можно через 5 недель после мастер-класса.  

С подробным расписанием мастер-класса можно ознакомиться на сайте по ссылке.",other,,"Дом для зелёного друга в городе Санкт-Петербург, до 30 июля 2026: купить билеты — Кавёр",,,,,,3500,3500 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/dom-dlya-zelenogo-druga-277197/og.png,https://kaverafisha.ru/saint-petersburg/events/dom-dlya-zelenogo-druga-277197,kaver,2026-07-11 14:03:16
,Стендап вечер,Стендап вечер,"Формат, где опытные комики рассказывают самые свежие и самые проверенные шутки. Самые необыкновенные и самые потрясающие монологи, которые развеселят любого, кто возьмёт билеты для себя и друзей.

Запуск на мероприятие за час до начала.
Рассадка осуществляется менеджером зала в порядке очереди.
Приходи к началу запуска, чтобы занять места ближе к сцене.",other,,"Стендап вечер в городе Санкт-Петербург, 12 июля 2026: купить билеты — Кавёр",,,,,,600,600 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/stendap-vecher-295851/og.png,https://kaverafisha.ru/saint-petersburg/events/stendap-vecher-295851,kaver,2026-07-11 14:03:19
,Блюдо для сервировки в технике фьюзинг,Блюдо для сервировки в технике фьюзинг,"Мастер-класс, на котором ты сможешь сделать идеальное блюдо для украшения твоего стола. Смешаешь цвета, поиграешь с объёмом и получишь единственный в своём роде предмет посуды. Размер тарелки 18х18 см, квадратная.

Изделие будет готово через неделю после мастер-класса. В стоимость входит 1 изделие на выбор. Ты можешь сделать изделие с загнутыми краями, либо плоское. Продолжительность 3 часа. Все необходимые материалы, а также чай\кофе и угощения включены в стоимость. 

Расписание можно посмотреть на сайте, кнопка «купить билет».",other,,"Блюдо для сервировки в технике фьюзинг в городе Санкт-Петербург, до 30 июля 2026: купить билеты — Кавёр",,,,,,3600,3600 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/blyudo-dlya-servirovki-v-tehnike-fyuzing-294275/og.png,https://kaverafisha.ru/saint-petersburg/events/blyudo-dlya-servirovki-v-tehnike-fyuzing-294275,kaver,2026-07-11 14:03:22
,Ахматова. Большой вечер поэзии,Ахматова. Большой вечер поэзии,"Как в юном саду, едва освободившемся от зимних оков, есть в женской поэзии своя непостижимая, но манящая тайна. Секрет, отпирающий двери к глубокой и подчас загадочной женской душе.

Самая пылающая из них, пожалуй — Анна Андреевна Ахматова. В строки главной солистки многоголосого хора поэзии намертво вплетены бушующие эмоции и разящая искренность. Её стихи мостят путь через лабиринты человеческой скорби и нечеловеческой любви. Вот уже сотню лет поэзия Анны Андреевны гипнотизирует и подчиняет людские сердца.

Читает Антон Тарасов — художественный руководитель театра «Неолира».",other,,"Выставка Ахматова. Большой вечер поэзии в городе Санкт-Петербург, 11 июля 2026: купить билеты — Кавёр",,,,,,600,600 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/ahmatova-bolshoyy-vecher-poezii-315956/og.png,https://kaverafisha.ru/saint-petersburg/events/ahmatova-bolshoyy-vecher-poezii-315956,kaver,2026-07-11 14:03:24
,Риф,Риф,"Спектакль по роману Алексея Поляринова «Риф».

Спектакль наполнен атмосферой репетиции: все как будто бы лишь примеряют роли, читают реплики, чтобы помочь партнёру. Вот только участников этой псевдорепетиции уносит в какие-то неведомые дали собственного сознания как будто бы даже помимо их воли. Чем больше Кира узнает о Сулиме, тем тревожнее становится атмосфера вокруг: ей делается страшно, и боится она в первую очередь самой себя.

Режиссёр — Борис Павлович.

В ролях: Юлия Гришаева, Юлия Захаркина, Анна-Магда Обершт, Кристина Токарева, Александр Худяков, Георгий Саварский, Алексей Матвейчук.",other,,"Спектакль Риф в городе Санкт-Петербург, 17 августа 2026: купить билеты — Кавёр",,,,,,2000,2000 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/rif-308510/og.png,https://kaverafisha.ru/saint-petersburg/events/rif-308510,kaver,2026-07-11 14:03:26
,Epic Con,Epic Con,"Масштабный фестиваль фантастики, кино, сериалов и компьютерных игр. Полное погружение в фантастический мир. 

Шоу программа на главной сцене проходит все два дня фестиваля. Выступления лучших косплееров России, шоу и танцевальные коллективы, постановочные номера, перфомансы. Одновременно с шоу программой на главной сцене каждый интерактивный стенд фантастических Вселенных готовит свои развлечения, квесты и розыгрыши призов. 

Больше информации об участниках и активностях:https://vk.com/epicconhttps://epiccon.ru/Ожидается подорожание билетов.",other,,"Epic Con в городе Санкт-Петербург, c 11 июля 2026 по 12 июля 2026: купить билеты — Кавёр",,,,,,2000,2000 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/epic-con-289416/og.png,https://kaverafisha.ru/saint-petersburg/events/epic-con-289416,kaver,2026-07-11 14:03:28
,Индивидуальный мастер-класс «Картина вином»,Индивидуальный мастер-класс «Картина вином»,"Напишешь картину красным вином на выбор из 40 сюжетов.

Навыки рисования не нужны, с тобой рядом будет художник-педагог, который будет помогать и поддерживать на каждом этапе с нуля до готовой картины.

Угощают каждого гостя бокалом вина или чаем.

Мастер-класс проходит в индивидуальном формате для тебя или твоей компании.",education,,"Индивидуальный мастер-класс «Картина вином» в городе Санкт-Петербург, до 12 июля 2026: купить билеты — Кавёр",,,,,,5000,5000 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/individualnyy-master-klass-kartina-vinom-312044/og.png,https://kaverafisha.ru/saint-petersburg/events/individualnyy-master-klass-kartina-vinom-312044,kaver,2026-07-11 14:03:30
,Корпорация счастья,Корпорация счастья,"В Центре современного искусства имени Сергея Курёхина пройдёт выставка выпускников магистратуры «Искусство и наука» (ИТМО). Экспозиция подведёт итоги двухлетней программы и представит лучшие проекты 24 молодых художников выпуска 2024/2026.

Выставка обыгрывает образ корпорации не как бюрократической структуры, а как художественной метафоры новых форм объединения людей и технологий. Название отсылает к книге Андрея Хааса «Корпорация счастья», где корпорация — это сеть людей, мест и инициатив. Куратор подчёркивает: акцент сделан на внутренних связях, обмене знаниями и пересечении личного с коллективным.

Работы художников становятся «отделами» воображаемой корпорации, каждый из которых исследует влияние технологий на отношения, идентичность и опыт. Например, в инсталляции Настасьи Романовой близость с ИИ оборачивается манипуляцией, Анна Вихрова в «Бэбиситтере» говорит о травме от избытка медиа в детстве, а Александр Шорохов превращает никнейм в белковую структуру, показывая гибридизацию ",other,,"Выставка Корпорация счастья в городе Санкт-Петербург, до 28 июля 2026: купить билеты — Кавёр",,,,,,300,300 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/korporatsiya-schastya-316576/og.png,https://kaverafisha.ru/saint-petersburg/events/korporatsiya-schastya-316576,kaver,2026-07-11 14:03:32
,Не кормите и не трогайте,Не кормите и не трогайте,"Спектакль с атмосферой Лондона и драйвом Питера.

Андрей — тихий петербургский интеллигент, едет в Лондон к роскошной Кате, желая оказаться в романтической комедии, а попадает в русский детектив. Есть ли разница между британским пабом и питерской рюмочной? Быть ли на виду или скрыться в подвале?

Острый актуальный текст. Лаконичная театральная форма. 

Автор романа — Андрей Аствацатуров — культовый петербургский писатель и профессор Петербургского университета, лауреат премий «Топ 50» и «Новая словесность», его романы с успехом продаются в России, Франции, Великобритании.",other,,"Спектакль Не кормите и не трогайте в городе Санкт-Петербург, до 22 июля 2026: купить билеты — Кавёр",,,,,,2200,2200 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/ne-kormite-i-ne-trogayyte-242571/og.png,https://kaverafisha.ru/saint-petersburg/events/ne-kormite-i-ne-trogayyte-242571,kaver,2026-07-11 14:03:35
,Мастер-класс по созданию духов,Мастер-класс по созданию духов,"На мастер-классе ты погрузишься в удивительный мир запахов, узнаешь, как строится современный процесс создания ароматов. Ты сможешь определить свои обонятельные предпочтения, познакомишься с «пирамидой аромата», соберёшь свою уникальную формулу и унесёшь с собой флакончик собственных неповторимых духов.

В коллекции студии представлено более 150 ароматов, которые используют известные модные дома при создании всемирных брендов. 

Продолжительность: 3 часа. 

С подробным расписанием мастер-класса можно ознакомиться на сайте по ссылке.",education,,"Мастер-класс по созданию духов в городе Санкт-Петербург, до 31 июля 2026: купить билеты — Кавёр",,,,,,3900,3900 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/master-klass-po-sozdaniyu-duhov-277220/og.png,https://kaverafisha.ru/saint-petersburg/events/master-klass-po-sozdaniyu-duhov-277220,kaver,2026-07-11 14:03:37
,Мексика после заката,Мексика после заката,"А ты знал, что после заката в особняке просыпается Мексика?

Температура внутри разогревается до +40, музыка ускоряет свой темп, смешивается с маракасами и жгучей латиноамериканской гитарой, вокруг вырастают розовые кактусы и единственным решением понять что тут происходит — заказать у Амиго на баре пару шотов текилы.

Пора выпускать всех своих чертей в пляс, разливать по всем стаканам Мескаль и пытаться перетанцевать самого себя.

• специальное меню и коктейли
• приглашённые артисты и аниматоры
• яркий тематический декор
• настоящая Мексика на одну ночь",other,,"Мексика после заката в городе Санкт-Петербург, 18 июля 2026: купить билеты — Кавёр",,,,,,1000,1000 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/meksika-posle-zakata-316132/og.png,https://kaverafisha.ru/saint-petersburg/events/meksika-posle-zakata-316132,kaver,2026-07-11 14:03:39
,Музыкальный рейс «Плыви со звуком»,Музыкальный рейс «Плыви со звуком»,"Музыкальный рейс по рекам и каналам Петербурга. Живая музыка звучит прямо на борту: джаз, блюз или латина, без сцены и без барьеров между музыкантами и гостями.

Открытая палуба, саксофон на закате, коктейль в руке — а вокруг медленно проплывают набережные, мосты и золотые шпили города.

В стоимость входит подарок на выбор: бокал игристого / чай / кофе

За это время ты:
• Увидишь Петербург с воды
• Насладишься живой музыкой на расстоянии вытянутой руки
• Расслабишься с бокалом игристого или чашкой чая
• Сделаешь незабываемые фотографии на фоне города
• Потанцуешь, если музыка позовёт

Маршрут: Этот рейс проходит по маршруту, доступному только небольшим теплоходам: идут не только по Неве, но и по узким каналам исторического центра, где дворцы и набережные оказываются буквально на расстоянии вытянутой руки.

Отправление с Фонтанки, заход в Крюков канал и тихие воды Коломны, потом проход мимо Мариинского театра и Новой Голландии, затем по Мойке и через Зимнюю канавку выходят в Большую Нев",concert,,"Музыкальный рейс «Плыви со звуком» в городе Санкт-Петербург, до 30 августа 2026: купить билеты — Кавёр",,,,,,1600,1600 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/muzykalnyy-reyys-plyvi-so-zvukom-314457/og.png,https://kaverafisha.ru/saint-petersburg/events/muzykalnyy-reyys-plyvi-so-zvukom-314457,kaver,2026-07-11 14:03:41
,Траектории интервалов,Траектории интервалов,"Новый выставочный формат от команды dreamlaser, организатора международного фестиваля медиаискусства INTERVALS.

«Траектории интервалов» — это 12 мультимедийных инсталляций о движении и выборе.  Первая выставка  продолжает тему фестиваля 2025 года и представит работы медиахудожников из России, Тайваня, Великобритании, Мексики и Венгрии. Зрители смогут выстраивать собственные маршруты перемещения между инсталляциями, создавая индивидуальную последовательность восприятия.

Режим работы:
ВТ-ПТ с 12:00 до 22:00
СБ-ВС с 11:00 до 22:00",other,,"Выставка Траектории интервалов в городе Санкт-Петербург, до 18 октября 2026: купить билеты — Кавёр",,,,,,900,900 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/traektorii-intervalov-312318/og.png,https://kaverafisha.ru/saint-petersburg/events/traektorii-intervalov-312318,kaver,2026-07-11 14:03:43
,Болезни молодости,Болезни молодости,"Как пережить болезни молодости и не потерять себя? Ответ на этот вопрос ищут герои спектакля «Болезни молодости» вместе с актёрами Театра Поколений. 

Русской публике представлено одно из крупнейших драматургических имен Европы – Фердинанд Брукнер. Пьесу «Болезни молодости» в России никогда не ставили, она переведена на русский язык специально для Театра Поколений. Это первая пьеса из цикла, состоящего из шести пьес о судьбах немецкой молодёжи, которые Брукнер писал на протяжении всей своей жизни.

1923 год. Австрия после Первой мировой войны. Крах и разочарование в обществе, пережившем колоссальный кризис. Мир перевернулся, происходит непоправимое, что-то ушло вперед, что-то навсегда осталось позади. XIX век закончился разрушением великой гуманистической цивилизации. Что будет дальше — никто не знает. Герои пьесы, молодые студенты-медики, пытаются найти себя и свое место в жизни в то время, когда в Германии уже готовится прийти к власти Адольф Гитлер.

Новый театральный язык, которым ",other,,"Спектакль Болезни молодости в городе Санкт-Петербург, 4 августа 2026: купить билеты — Кавёр",,,,,,1500,1500 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/bolezni-molodosti-254404/og.png,https://kaverafisha.ru/saint-petersburg/events/bolezni-molodosti-254404,kaver,2026-07-11 14:03:46
,Танатоход. Решетун и Мусс,Танатоход. Решетун и Мусс,"4 часа на теплоходе по реке Москве в компании судмедэксперта Алексея Решетуна и суицидолога Дарьи Мусс.

Это продолжение фестиваля смерти «Танатофест», только на этот раз — в формате речного круиза. Вкусная кухня прилагается.

О чём расскажут лекторы.

Тема лекции Алексея Решетуна — «Аутопсия».

Секционное исследование, аутопсия, вскрытие... Всё это синонимы одного процесса, о котором многие слышали, но не многие представляют себе как и зачем это происходит. Между тем, аутопсия — эта медицинская манипуляция крайне важна и важна именно для живых людей. Mortui vivas docent — мёртвые учат живых — это девиз, который ещё можно заметить на входе в некоторые старые прозекторские, объясняет нам суть процесса — учение живых для живых.

Как так получилось, что аутопсия стала распространённым способом диагностики, как всё начиналось, и с какими трудностями сталкивалось, как именно и зачем проводится современное посмертное исследование тела — обо всём этом ты узнаешь в новой лекции «Аутопсия».

Те",other,,"Танатоход. Решетун и Мусс в городе Санкт-Петербург, 11 июля 2026: купить билеты — Кавёр",,,"4 часа на теплоходе по реке Москве в компании судмедэксперта Алексея Решетуна и суицидолога Дарьи Мусс.

Это продолжение фестиваля смерти «Танатофест», только на этот раз — в формате речного круиза. Вкусная кухня прилагается.

О чём расскажут лекторы.

Тема лекции Алексея Решетуна — «Аутопсия».

Сек",,,5000,5000 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/tanatohod-reshetun-i-muss-314404/og.png,https://kaverafisha.ru/saint-petersburg/events/tanatohod-reshetun-i-muss-314404,kaver,2026-07-11 14:03:50
,Атланта,Атланта,"Фестиваль, где «просто заеду на час» традиционно превращается в полный день, вечер и немного следующего утра.

Атланта собирает людей, которые умеют одновременно танцевать, терять друзей из виду и находить новых — всё под саундтрек из лайвов и диджей-сетов.

В программе — сцены с разными жанрами, лайвы, диджеи, еда, случайные встречи и вечное ощущение, что «вот сейчас точно пойдём домой», но потом выходит ещё один артист. Атмосфера — как город, который на один день решил не взрослеть и не отвечать на сообщения.

Подойдёт тем, кто любит фестивали, хаос с расписанием «примерно как получится» и воспоминания, собранные из 37 коротких видео и одного очень удачного танца.",other,,"Атланта в городе Санкт-Петербург, 11 июля 2026: купить билеты — Кавёр",,,,,,1199,1199 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/atlanta-315464/og.png,https://kaverafisha.ru/saint-petersburg/events/atlanta-315464,kaver,2026-07-11 14:03:52
,Авторские штучки,Авторские штучки,"Выставка ручного творчества мастеров, дизайнеров, ремесленников из Санкт-Петербурга и других городов России.

Тебя ждут:
— Авторская одежда и аксессуары. Тысячи авторских аксессуаров из натуральной кожи — кошельки, ремни, браслеты, очечники и сумочки; авторские плащи и расшитые платья в пол, жилеты, юбки и брюки; шляпки, шапки, шарфы и платки ручной работы.

— Украшения. Украшения из тонкого стекла; из жемчуга, камней и металлов. Дизайнерская бижутерия.

— Вещи для дома. Светильники из дерева; керамические салатники с росписью, кружки с отпечатками настоящих растений, деревянные доски, часы и шкатулки, игрушки ручной работы и многое другое.

11 июля с 11:00 до 20:00
12 июля с 11:00 до 18:00",other,,"Авторские штучки в городе Санкт-Петербург, c 11 июля 2026 по 12 июля 2026: купить билеты — Кавёр",,,,,,0,Бесплатно,True,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/avtorskie-shtuchki-277149/og.png,https://kaverafisha.ru/saint-petersburg/events/avtorskie-shtuchki-277149,kaver,2026-07-11 14:03:55
,Юля Чеснокова,Юля Чеснокова,"Сольный стендап-концерт Юли Чесноковой.

Юлия Чеснокова — стендап-комик с абсурдистским юмором, необычными историями из жизни и провокационными шутками.",other,,"Юля Чеснокова в городе Санкт-Петербург, 14 июля 2026: купить билеты — Кавёр",,,,,,500,500 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/zhenskiyy-stendap-vecher-yulya-chesnokova-273234/og.png,https://kaverafisha.ru/saint-petersburg/events/zhenskiyy-stendap-vecher-yulya-chesnokova-273234,kaver,2026-07-11 14:03:57
,Космический джаз: Эми Уайнхаус,Космический джаз: Эми Уайнхаус,"Эми Уайнхаус — одна из ключевых фигур британской музыки 2000-х и одна из значимых певиц современной соул, джаз и поп-сцены. Её карьера оказалась недолгой, но по-настоящему яркой: редкая интонация, безошибочно узнаваемый тембр и предельная эмоциональная честность превратили её песни в классику нового времени и оставили заметный след в музыкальной истории.

Спонтанный джаз бэнд (Spontaneous Jazz Band) и вокалистка Ольга Чупина представят программу, в которой музыка Эми Уайнхаус прозвучит под куполом Планетария, среди звездного неба, мерцания далёких галактик и космических образов, наполняющих пространство особой атмосферой. В программе: Back to Black, Rehab, Valerie, You Know I’m No Good, Me & Mr Jones, Tears Dry on Their Own и другие хиты.

Этот вечер объединит любимую музыку, красоту звездного неба и атмосферу, к которой захочется вернуться снова.",other,,"Космический джаз: Эми Уайнхаус в городе Санкт-Петербург, 16 июля 2026: купить билеты — Кавёр",,,,,,1200,1200 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/kosmicheskiyy-jaz-emi-uayynhaus-314134/og.png,https://kaverafisha.ru/saint-petersburg/events/kosmicheskiyy-jaz-emi-uayynhaus-314134,kaver,2026-07-11 14:03:59
